FIPS,selection_ratio,ci,urban_code,incidents,frequency,black,white,bwratio,year,cat,slci,selection_ratio_log10
05091,2.496883732214892,0.8130689537707976,4,127,"35,173",43187.5,132680.0,0.326,2014,S>1,2.497 ± 0.813,0.397398319831076
05093,3.317454820623841,1.425959355499692,5,84,"35,483",146382.0,279414.0,0.524,2014,S>1,3.317 ± 1.426,0.5208050170564826
05095,2.52788585230344,3.004397991068781,6,5,"6,346",10294.0,15092.0,0.682,2014,Low confidence,2.528 ± 3.004,0.4027574593120952
05097,11.163005231964624,12.93795135424856,6,8,"7,677",49.5,7628.0,0.006,2014,Low confidence,11.163 ± 12.938,1.0477811282897795
05099,0.972842658355133,0.6955528018207553,6,25,"7,144",6699.0,14734.5,0.455,2014,Low confidence,0.973 ± 0.696,-0.011957394195873508
05101,8.236143562776268,9.089017051524252,5,14,"6,588",37.0,13140.0,0.003,2014,Low confidence,8.236 ± 9.089,0.9157239081230389
05103,3.610109459806179,1.677933685127537,5,80,"20,351",73332.0,109827.0,0.668,2014,S>1,3.61 ± 1.678,0.5575203700688505
05105,20.885145348459886,28.64940588409772,3,1,"8,566",654.0,33612.0,0.019,2014,Low confidence,20.885 ± 28.649,1.3198375020485629
05107,2.521194927122776,1.43114612944155,5,70,"16,036",138418.0,86093.0,1.608,2014,S>1,2.521 ± 1.431,0.4016064246138177
05109,1.9647165042957333,1.3954733198227551,6,62,"9,047",942.0,26200.5,0.036,2014,Low confidence,1.965 ± 1.395,0.29329989338710555
05111,2.6164471823523874,1.1877835988635037,4,88,"19,933",13536.0,165865.5,0.082,2014,S>1,2.616 ± 1.188,0.41771197215635286
05113,7.155706357848448,7.560260988801127,6,29,"16,247",224.0,64766.0,0.003,2014,Low confidence,7.156 ± 7.56,0.854652510517101
05115,5.137456922524216,2.033655210316625,5,136,"51,056",23287.5,742560.0,0.031,2014,S>2,5.137 ± 2.034,0.7107481933486587
05117,1.491448928439249,1.7768035847183312,6,6,"7,081",4082.5,31322.5,0.13,2014,Low confidence,1.491 ± 1.777,0.17360838644312498
05119,3.364298339377294,0.3624031673648718,3,1429,"313,148",4659383.5,8179684.5,0.57,2014,S>2,3.364 ± 0.362,0.5268945012163155
05121,3.724149661702652,3.046818391247366,6,65,"14,539",544.0,57614.0,0.009,2014,Low confidence,3.724 ± 3.047,0.5710271255707391
05123,2.3831951224902768,2.9585000513364,5,4,"22,393",105907.5,95634.0,1.107,2014,Low confidence,2.383 ± 2.959,0.377159601369405
05125,5.020331227648352,1.994248463677726,3,106,"93,332",98277.0,1488367.0,0.066,2014,S>2,5.02 ± 1.994,0.7007323716458966
05127,4.253391133792041,4.502154310837883,6,27,"8,265",92.0,16438.0,0.006,2014,Low confidence,4.253 ± 4.502,0.6287353214483272
05129,12.01686565312902,13.769494011393167,6,9,"6,553",54.0,19606.5,0.003,2014,Low confidence,12.017 ± 13.769,1.079791205848163
05131,3.578193001848601,0.6806383077059104,3,443,"95,055",101122.5,1324702.5,0.076,2014,S>2,3.578 ± 0.681,0.5536637619935837
05133,7.2212541374839665,5.865174664913526,6,18,"12,986",1855.5,37102.5,0.05,2014,S>1,7.221 ± 5.865,0.8586126293825577
05135,15.367068366363933,15.814242202700177,6,13,"14,050",990.0,139515.0,0.007,2014,Low confidence,15.367 ± 15.814,1.1865910234041541
05137,4.444202037814767,4.620393466600378,6,41,"10,430",51.0,20810.0,0.002,2014,Low confidence,4.444 ± 4.62,0.6477937941737797
05139,1.6674774782132078,1.0670882875765872,5,31,"32,758",74658.5,154647.5,0.483,2014,Low confidence,1.667 ± 1.067,0.22205997682919806
05141,13.93733769439774,15.84524062639604,6,10,"14,188",453.0,84675.0,0.005,2014,Low confidence,13.937 ± 15.845,1.1441798228971418
05143,3.620590231151185,0.7780398761186937,3,564,"166,219",129140.0,3527689.0,0.037,2014,S>2,3.621 ± 0.778,0.5587793752947643
05145,3.5174256796837224,1.7652813596404051,5,97,"63,729",62525.5,1403253.0,0.045,2014,S>1,3.517 ± 1.765,0.5462249299179439
05147,1.080536451951798,1.423301328238335,6,2,"5,735",7882.5,20795.0,0.379,2014,Low confidence,1.081 ± 1.423,0.033639422412679525
05149,5.719416019380099,5.857795266529871,5,18,"17,384",2313.5,119378.0,0.019,2014,Low confidence,5.719 ± 5.858,0.7573516874454324
08001,1.019076800555868,0.3503142887274199,2,685,"351,139",164310.0,4049358.0,0.041,2014,Low confidence,1.019 ± 0.35,0.008206914919831844
08003,5.448678440822323,6.192523393290119,6,10,"11,752",1371.0,69141.0,0.02,2014,Low confidence,5.449 ± 6.193,0.7362911783395608
08005,2.5112894091705344,0.3301031529021937,2,1009,"462,216",1259572.0,9371407.5,0.134,2014,S>2,2.511 ± 0.33,0.3998967651076271
08007,15.168298904183471,17.590193265344073,6,8,"10,071",136.5,30076.5,0.005,2014,Low confidence,15.168 ± 17.59,1.1809368782191005
08013,2.015587671037032,1.0843082986116743,3,428,"248,862",34770.0,2951574.0,0.012,2014,Low confidence,2.016 ± 1.084,0.3044016931958563
08014,2.9456087178682755,1.9871046760799616,2,131,"46,743",2640.0,184332.0,0.014,2014,Low confidence,2.946 ± 1.987,0.46917505650638275
08015,5.383329281395031,5.482343956803966,6,19,"15,911",1803.0,93666.0,0.019,2014,Low confidence,5.383 ± 5.482,0.7310509450616807
08017,26.105140964139657,29.193646545260908,6,1,"1,477",36.0,4395.0,0.008,2014,Low confidence,26.105 ± 29.194,1.416726042683019
08019,12.422216079544247,14.805992079143344,2,6,"7,854",266.0,31150.0,0.009,2014,Low confidence,12.422 ± 14.806,1.0941990793562828
08027,19.732148226515967,27.05853723850095,6,1,"3,838",91.0,7586.0,0.012,2014,Low confidence,19.732 ± 27.059,1.2951743691920987
08029,21.609182943539928,26.25710732216631,6,5,"24,788",1442.0,172074.0,0.008,2014,Low confidence,21.609 ± 26.257,1.3346383462529616
08031,1.919776523179314,0.256978536530659,1,1175,"514,459",1287735.5,10544821.5,0.122,2014,S>1,1.92 ± 0.257,0.2832506764125083
08033,13.64722576574638,18.698237575746205,6,1,"1,596",12.0,4777.5,0.003,2014,Low confidence,13.647 ± 18.698,1.135044376132811
08035,3.2108530888954934,1.523174142294423,2,299,"237,758",37383.5,2577954.5,0.015,2014,S>1,3.211 ± 1.523,0.5066204350770517
08037,2.243083161316639,2.1456562265901566,5,78,"43,052",4824.0,382648.5,0.013,2014,Low confidence,2.243 ± 2.146,0.35084537515738334
08039,8.205038387222343,8.98754439795792,2,16,"19,982",630.0,79298.0,0.008,2014,Low confidence,8.205 ± 8.988,0.9140806172379652
08041,2.8050114132244435,0.5213937293679197,3,638,"502,051",659430.0,8377497.0,0.079,2014,S>2,2.805 ± 0.521,0.44793463268320066
08043,0.3327366945742892,0.3386341805342687,5,99,"39,313",5323.5,112617.0,0.047,2014,S<1,0.333 ± 0.339,-0.4778993020095559
08045,3.612426699880036,3.152199043507125,5,69,"44,708",5310.0,441770.0,0.012,2014,Low confidence,3.612 ± 3.152,0.5577990435402187
08047,25.77932155210029,31.353852014143825,2,3,"4,805",218.0,19002.0,0.011,2014,Low confidence,25.779 ± 31.354,1.4112714836125646
08049,16.891841747100198,19.84676243237291,6,7,"12,311",417.0,73452.0,0.006,2014,Low confidence,16.892 ± 19.847,1.227677004040872
08051,5.702201408859296,6.055724337249682,6,26,"13,155",568.0,104672.0,0.005,2014,Low confidence,5.702 ± 6.056,0.7560425530666353
08055,25.730427800078715,35.2897915139063,6,1,"5,225",200.0,20700.0,0.01,2014,Low confidence,25.73 ± 35.29,1.4104470069514672
08059,2.848588820800652,0.8804744585490597,2,885,"451,613",120435.0,9363448.5,0.013,2014,S>1,2.849 ± 0.88,0.4546297655803794
08063,4.388252315811741,5.083466304922156,6,8,"6,496",706.0,25280.0,0.028,2014,Low confidence,4.388 ± 5.083,0.6422915906926411
08065,31.900433737424432,43.75416894284954,6,1,"5,820",77.0,11563.0,0.007,2014,Low confidence,31.9 ± 43.754,1.5037965880255018
08067,34.08588935643979,41.42679714389682,5,5,"42,280",2970.5,546669.5,0.005,2014,Low confidence,34.086 ± 41.427,1.5325746299335758
08069,4.417907071008453,1.6322805445786797,3,467,"263,394",35808.5,3388313.5,0.011,2014,S>2,4.418 ± 1.632,0.6452165764125781
08075,1.2710977622315636,1.3634467037918188,5,22,"18,874",5457.0,107790.0,0.051,2014,Low confidence,1.271 ± 1.363,0.10417895414560747
08077,4.023421408527638,1.616553656466976,4,424,"118,651",17484.5,1999582.5,0.009,2014,S>2,4.023 ± 1.617,0.6045955224577726
08079,3.51699515662374,4.4256533104138684,6,3,629,4.0,1255.0,0.003,2014,Low confidence,3.517 ± 4.426,0.5461717702353299
08081,5.838681566736367,6.239058164933575,5,23,"10,185",404.0,81076.0,0.005,2014,Low confidence,5.839 ± 6.239,0.7663147901030849
08083,14.001929476999583,15.577799126428683,6,13,"18,418",880.0,201718.0,0.004,2014,Low confidence,14.002 ± 15.578,1.1461878859264785
08085,6.60145801596949,6.3322555883791605,5,47,"32,898",1746.0,294340.5,0.006,2014,Low confidence,6.601 ± 6.332,0.8196398655962437
08087,1.391949487039999,1.471292424961533,5,29,"22,030",6000.0,170244.0,0.035,2014,Low confidence,1.392 ± 1.471,0.1436234752904649
08089,62.07610732614667,68.92152836243685,6,5,"14,234",897.5,70275.0,0.013,2014,Low confidence,62.076 ± 68.922,1.7929244753284286
08091,15.810477227594498,19.587459452246755,6,4,"3,962",24.0,15824.0,0.002,2014,Low confidence,15.81 ± 19.587,1.198944978988687
08093,22.28825842419344,27.07099256305775,2,5,"14,027",422.5,69712.5,0.006,2014,Low confidence,22.288 ± 27.071,1.3480761345945398
08095,13.052201150960684,16.614536110734644,6,3,"3,559",82.5,10594.5,0.008,2014,Low confidence,13.052 ± 16.615,1.1156837581957557
08097,6.062885563661422,6.519767971294401,5,21,"15,292",346.5,45531.0,0.008,2014,Low confidence,6.063 ± 6.52,0.7826793710488534
08099,4.808639580669922,4.45773706906363,6,37,"9,537",528.0,75768.0,0.007,2014,Low confidence,4.809 ± 4.458,0.6820222268570968
08101,3.275052631129293,2.9797166714832595,4,40,"127,558",43778.0,1742034.0,0.025,2014,Low confidence,3.275 ± 2.98,0.5152182836332566
08103,4.48059082776624,4.27100524091771,6,22,"5,198",248.0,20546.0,0.012,2014,Low confidence,4.481 ± 4.271,0.6513352854981906
08105,41.21780138313135,56.54203400256909,6,1,"9,091",297.5,45160.0,0.007,2014,Low confidence,41.218 ± 56.542,1.6150848221680878
08107,3.6266341225281193,3.766256522904583,5,44,"20,418",1224.0,182542.5,0.007,2014,Low confidence,3.627 ± 3.766,0.559503743454115
08109,29.27574859927497,40.15127749629212,6,1,"4,940",93.0,14727.0,0.006,2014,Low confidence,29.276 ± 40.151,1.4665080090689977
08117,9.96681443152396,11.1639913144345,5,12,"25,101",1613.5,174093.5,0.009,2014,Low confidence,9.967 ± 11.164,0.9985563723659476
08119,13.084767306748311,9.914339428011871,3,32,"19,803",702.5,98315.0,0.007,2014,S>2,13.085 ± 9.914,1.1167660037589524
08121,23.224600728258405,31.848351337609127,6,1,"3,952",96.0,11760.0,0.008,2014,Low confidence,23.225 ± 31.848,1.3659482564437337
08123,2.477974488744315,1.1602360797489617,3,398,"213,250",96673.5,6940593.0,0.014,2014,S>1,2.478 ± 1.16,0.39409683091227926
09001,3.0099689284321345,0.4157900281596428,3,853,"737,964",2749823.5,18651147.0,0.147,2014,S>2,3.01 ± 0.416,0.4785620124443027
09003,1.9311359695536647,0.3436279341813143,1,563,"712,224",7268397.5,39026162.5,0.186,2014,S>1,1.931 ± 0.344,0.2858128531413609
09005,2.8016684933047147,1.861628780543764,5,135,"157,197",47379.0,2624970.0,0.018,2014,Low confidence,2.802 ± 1.862,0.4474167462082007
09007,5.194525724388978,1.5036649605252097,2,211,"137,764",204736.0,3652656.0,0.056,2014,S>2,5.195 ± 1.504,0.7155459013285073
09009,2.8062901636712394,0.2552205472461623,3,1846,"695,228",5523622.5,32713945.0,0.169,2014,S>2,2.806 ± 0.255,0.44813257402168627
09011,3.8098024828418735,1.0882914029982125,3,230,"215,736",347403.5,4614536.0,0.075,2014,S>2,3.81 ± 1.088,0.5809024604957133
09013,3.871568096132532,1.2467046623792484,2,247,"125,951",32942.0,848718.5,0.039,2014,S>2,3.872 ± 1.247,0.5878869023738011
09015,5.050003796468994,3.1990199797662133,3,62,"96,884",19348.0,658843.5,0.029,2014,S>1,5.05 ± 3.199,0.7032917046107238
10001,2.5881289411847304,0.3280177126779074,4,821,"135,276",1353579.0,3786909.0,0.357,2014,S>2,2.588 ± 0.328,0.41298590918756983
10003,2.745357462194967,0.2294444486477657,2,1975,"433,214",4077108.0,11518614.0,0.354,2014,S>2,2.745 ± 0.229,0.4385989002438442
10005,4.104520608043943,0.5157222071235968,3,822,"174,534",790344.0,5492898.0,0.144,2014,S>2,4.105 ± 0.516,0.6132624405202525
16001,2.751689833806195,0.4848000281791839,3,2230,"332,325",184169.5,15435105.5,0.012,2014,S>2,2.752 ± 0.485,0.4395994793243968
16003,4.0409710110848245,,6,28,"3,336",16.0,6656.0,0.002,2014,Low confidence,4.041 ± nan,0.6064857349338495
16005,3.5574091648279635,2.205951897524801,4,183,"63,058",6605.5,687038.0,0.01,2014,S>1,3.557 ± 2.206,0.5511338195876294
16007,5.561270575710051,6.040474067828172,6,17,"4,722",30.0,14137.5,0.002,2014,Low confidence,5.561 ± 6.04,0.7451740255712603
16009,2.5379869832793016,2.619338567600553,6,48,"6,794",120.0,33850.0,0.004,2014,Low confidence,2.538 ± 2.619,0.4044893903731586
16011,3.928151451653696,2.7726940377858056,5,154,"31,815",945.0,189948.0,0.005,2014,S>1,3.928 ± 2.773,0.5941882238576498
16013,5.38483512520378,5.595282496803226,5,43,"17,393",267.5,86700.0,0.003,2014,Low confidence,5.385 ± 5.595,0.7311724104547257
16015,4.288274221536174,3.578806386556886,3,36,"5,799",82.5,17316.0,0.005,2014,Low confidence,4.288 ± 3.579,0.6322825493274589
16017,7.854843565106981,5.93882626500324,5,100,"34,481",330.0,137596.0,0.002,2014,S>1,7.855 ± 5.939,0.8951375401732758
16019,4.602062120919107,2.478359612331197,4,243,"80,997",5615.0,804360.0,0.007,2014,S>2,4.602 ± 2.478,0.6629524766947045
16021,5.010153987230443,4.3548614251744375,6,43,"8,926",74.0,17778.0,0.004,2014,Low confidence,5.01 ± 4.355,0.699851074126076
16027,1.8882182089341308,0.8843658986458091,3,796,"152,118",8025.5,1056804.0,0.008,2014,S>1,1.888 ± 0.884,0.27605218141331545
16029,4.998181482777338,5.356543399526934,6,21,"5,289",36.0,15831.0,0.002,2014,Low confidence,4.998 ± 5.357,0.698812021205763
16031,6.200530093017547,6.588545260400978,5,26,"17,445",301.5,52033.5,0.006,2014,Low confidence,6.201 ± 6.589,0.7924288196000849
16033,2.1713457189198504,2.5339565591435647,6,6,682,7.0,675.5,0.01,2014,Low confidence,2.171 ± 2.534,0.33672897677809194
16035,6.1048812813756665,6.617667897147654,6,18,"7,307",103.5,21819.0,0.005,2014,Low confidence,6.105 ± 6.618,0.7856772228517835
16039,1.5412022619323016,1.3612749034366904,5,55,"19,504",2050.5,56461.5,0.036,2014,Low confidence,1.541 ± 1.361,0.1878596377300083
16041,17.223228144371923,19.75464892543293,4,9,"9,764",42.0,19487.0,0.002,2014,Low confidence,17.223 ± 19.755,1.2361145544285734
16043,4.012606519272574,3.719171979119813,5,44,"10,122",226.5,30141.0,0.008,2014,Low confidence,4.013 ± 3.719,0.6034265744143659
16045,11.901088603160373,5.000411608515976,3,42,"13,454",52.0,26856.0,0.002,2014,S>5,11.901 ± 5.0,1.0755866885120542
16047,5.463775162899155,5.768429889236822,6,29,"11,622",242.5,57867.5,0.004,2014,Low confidence,5.464 ± 5.768,0.7374928196044283
16049,31.830415054964234,39.5132237863652,6,4,"13,373",260.0,66605.0,0.004,2014,Low confidence,31.83 ± 39.513,1.5028423016717545
16051,10.941746784772368,10.358794419391304,4,31,"19,685",304.0,78436.0,0.004,2014,Low confidence,10.942 ± 10.359,1.03908666006231
16053,1.7852445284305831,1.819665804450865,5,86,"17,026",452.0,67652.0,0.007,2014,Low confidence,1.785 ± 1.82,0.2516977106861445
16055,9.236111048730008,,4,716,"117,854",5291.0,1526811.0,0.003,2014,Low confidence,9.236 ± nan,0.9654891459385919
16057,3.9630773664876218,3.3864256497094645,5,75,"31,683",2614.5,282537.0,0.009,2014,Low confidence,3.963 ± 3.386,0.5980325506361557
16059,9.67435750156372,10.888751595015064,6,11,"6,548",88.0,26104.0,0.003,2014,Low confidence,9.674 ± 10.889,0.9856221320588082
16061,4.308687384214785,4.7613130494378,6,13,"2,920",46.0,11634.0,0.004,2014,Low confidence,4.309 ± 4.761,0.634344985098895
16063,4.667860271870007,5.111834360560674,5,15,"4,019",40.0,7999.0,0.005,2014,Low confidence,4.668 ± 5.112,0.6691178473596091
16065,18.693875809911223,9.22044946580786,5,53,"29,267",550.5,87250.5,0.006,2014,S>5,18.694 ± 9.22,1.271699353190043
16067,1.8787259967147365,1.9196321541240933,5,76,"15,521",436.0,61650.0,0.007,2014,Low confidence,1.879 ± 1.92,0.2738634449264718
16069,3.4752746505059253,2.3829170427876885,4,188,"31,135",1501.5,340983.5,0.004,2014,S>1,3.475 ± 2.383,0.5409891325191518
16073,5.346066599610896,5.798140145156545,3,18,"8,567",202.5,25500.0,0.008,2014,Low confidence,5.346 ± 5.798,0.7280343647578447
16075,2.7733403694484906,2.830557417401279,5,81,"17,663",246.0,70408.0,0.003,2014,Low confidence,2.773 ± 2.831,0.4430031734011494
16077,5.6771132939521785,6.339659354034849,6,12,"5,741",165.0,17059.5,0.01,2014,Low confidence,5.677 ± 6.34,0.7541275612057383
16079,3.7101594425843376,3.843897519348441,6,45,"10,264",195.0,61389.0,0.003,2014,Low confidence,3.71 ± 3.844,0.5693925736437921
16081,7.916620002109482,8.655852733144883,5,16,"8,182",61.0,16303.0,0.004,2014,Low confidence,7.917 ± 8.656,0.8985397992977179
16083,3.793971007092579,1.924668721077082,5,301,"62,171",4444.0,679437.0,0.007,2014,S>1,3.794 ± 1.925,0.5790940077577523
16085,2.368832688188069,2.421356909835356,6,69,"8,354",70.0,33346.0,0.002,2014,Low confidence,2.369 ± 2.421,0.37453438737421474
16087,2.6979144183859805,2.784575498264085,6,49,"8,048",64.0,16033.0,0.004,2014,Low confidence,2.698 ± 2.785,0.43102816912676045
17201,12.79870204906272,2.3596904322889527,3,479,"229,743",664435.5,4619653.5,0.144,2014,S>5,12.799 ± 2.36,1.107165928904768
18003,4.597923723618383,3.320300535525868,3,24,"281,318",480592.0,3457867.0,0.139,2014,S>1,4.598 ± 3.32,0.6625617623472649
18005,26.592585863877755,20.504951343650845,4,19,"61,790",11416.0,482904.0,0.024,2014,S>5,26.593 ± 20.505,1.4247605701939112
18011,139.13646400386233,175.63923262624192,2,3,"48,662",5532.0,383764.0,0.014,2014,Low confidence,139.136 ± 175.639,2.1434409620579684
18013,44.7073445354421,41.63230755959505,2,8,"12,841",171.0,38353.5,0.004,2014,S>2,44.707 ± 41.632,1.6503788750155741
18015,45.28049015340473,59.70516136478695,4,2,"16,634",534.0,99270.0,0.005,2014,Low confidence,45.28 ± 59.705,1.6559111193676446
18017,12.964066784563457,16.100783137180645,5,4,"31,049",4119.5,213227.0,0.019,2014,Low confidence,12.964 ± 16.101,1.1127412596397679
18019,4.542337166292294,3.37762572037873,2,26,"92,890",61614.0,774396.0,0.08,2014,S>1,4.542 ± 3.378,0.6572793676700542
18021,35.07953605353169,38.36798233808472,4,8,"21,996",994.5,196969.5,0.005,2014,Low confidence,35.08 ± 38.368,1.5450538409447587
18023,123.83264299167844,,5,25,"26,167",1028.0,208308.0,0.005,2014,Low confidence,123.833 ± nan,2.092835142280778
18025,29.91755385570735,38.13923979312215,6,3,"8,900",210.0,53190.0,0.004,2014,Low confidence,29.918 ± 38.139,1.475926081491979
18027,9.979080339117491,11.259337967174986,5,11,"25,524",1806.0,176865.5,0.01,2014,Low confidence,9.979 ± 11.259,0.9990905190378494
18029,53.08743171785286,37.93332889387605,2,20,"41,158",2898.5,449845.0,0.006,2014,S>5,53.087 ± 37.933,1.7249917154005954
18031,121.72850671391666,116.57033271289802,5,7,"21,488",815.5,149600.5,0.005,2014,S>5,121.729 ± 116.57,2.0853922944076393
18033,34.68109680103286,41.39915102356002,5,6,"34,819",1144.0,277408.0,0.004,2014,Low confidence,34.681 ± 41.399,1.5400928237264366
18035,2.4510846233293075,2.883295024411467,4,7,"98,184",68030.0,913815.0,0.074,2014,Low confidence,2.451 ± 2.883,0.38935830546282135
18037,32.32794644765232,34.3693097746513,5,11,"34,847",1605.0,346865.0,0.005,2014,Low confidence,32.328 ± 34.369,1.509578118011542
18039,2.338116038682826,2.4474447193923345,4,16,"156,637",83178.0,1326559.5,0.063,2014,Low confidence,2.338 ± 2.447,0.3688660610213255
18041,29.89222852624453,41.01146967348387,5,1,"19,645",1803.0,116067.0,0.016,2014,Low confidence,29.892 ± 41.011,1.4755582937804244
18043,5.117209191069587,5.193173868648393,2,12,"62,295",19122.0,354648.0,0.054,2014,Low confidence,5.117 ± 5.193,0.7090331712559123
18045,70.75518543559491,97.06992663443071,6,1,"13,969",465.0,139225.0,0.003,2014,Low confidence,70.755 ± 97.07,1.849758273504338
18047,36.616635028481085,44.48530269100392,6,5,"19,000",351.0,113649.0,0.003,2014,Low confidence,36.617 ± 44.485,1.5636784312898384
18049,17.526512770835527,20.91159321669549,6,6,"16,774",798.0,99846.0,0.008,2014,Low confidence,17.527 ± 20.912,1.2436955136385275
18051,19.18058493448625,22.783207561390466,6,5,"27,760",5890.5,299475.0,0.02,2014,Low confidence,19.181 ± 22.783,1.2828618473573812
18053,6.262123367832542,6.896662096073619,5,7,"56,937",48390.0,634860.0,0.076,2014,Low confidence,6.262 ± 6.897,0.7967216192440318
18055,33.31068546838717,38.25576670583636,6,9,"27,282",409.5,190564.5,0.002,2014,Low confidence,33.311 ± 38.256,1.5225835697093413
18057,12.837328833598374,17.61448341802,2,1,"226,771",104005.0,2390481.5,0.044,2014,Low confidence,12.837 ± 17.614,1.1084746659826048
18059,27.432508979101453,34.87604259473302,2,3,"59,067",11506.5,520096.5,0.022,2014,Low confidence,27.433 ± 34.876,1.4382655300233544
18061,29.866387516596703,36.2951368016908,2,5,"32,624",1161.0,194583.0,0.006,2014,Low confidence,29.866 ± 36.295,1.4751826957716514
18063,6.44731927644278,6.364418924978571,2,11,"123,312",105742.0,1620633.0,0.065,2014,Low confidence,6.447 ± 6.364,0.8093791773561294
18065,10.475198692819518,13.364067464330882,5,3,"41,460",21951.0,724329.0,0.03,2014,Low confidence,10.475 ± 13.364,1.0201622693831274
18067,6.552477267310145,8.049333100228525,4,4,"67,443",33547.5,438557.0,0.076,2014,Low confidence,6.552 ± 8.049,0.8164055229114441
18069,42.08557270710546,53.68824662117391,5,3,"30,525",1235.5,212439.5,0.006,2014,Low confidence,42.086 ± 53.688,1.6241332414998775
18071,42.50209245709183,26.30038745940607,5,26,"35,215",3069.0,313866.0,0.01,2014,S>5,42.502 ± 26.3,1.6284103117020454
18073,97.93719074152526,110.1727454078432,2,5,"27,612",1416.0,164256.0,0.009,2014,Low confidence,97.937 ± 110.173,1.9909476424333559
18077,6.313411454836511,7.250557035437957,5,9,"27,276",2292.0,106812.0,0.021,2014,Low confidence,6.313 ± 7.251,0.8002640938960354
18079,17.849758751170096,18.842925505306205,5,12,"23,083",736.0,91596.0,0.008,2014,Low confidence,17.85 ± 18.843,1.2516323507706981
18081,30.140098808768403,41.35573192117557,2,1,"116,885",22858.0,1262877.0,0.018,2014,Low confidence,30.14 ± 41.356,1.479144671735499
18083,11.653239007696454,6.556364666378503,5,41,"31,660",11632.5,336627.5,0.035,2014,S>5,11.653 ± 6.556,1.0664466539163822
18085,7.341614530890243,7.955420220810183,5,19,"63,460",9120.0,942787.5,0.01,2014,Low confidence,7.342 ± 7.955,0.8657915782744698
18087,32.42683779935702,38.70481816484334,6,6,"29,018",843.5,202282.5,0.004,2014,Low confidence,32.427 ± 38.705,1.5109045992048948
18089,2.7200599323711496,1.8586900129158468,2,27,"396,111",2386608.0,7120068.0,0.335,2014,Low confidence,2.72 ± 1.859,0.4345784731560107
18091,2.73628563988828,2.626955715185908,4,13,"92,703",168648.0,1314608.0,0.128,2014,Low confidence,2.736 ± 2.627,0.4371614312616031
18093,47.102934622648114,58.50398029575128,5,4,"38,167",797.5,190040.0,0.004,2014,Low confidence,47.103 ± 58.504,1.6730479655305917
18095,4.445936963415284,5.863915915888973,2,2,"107,640",147416.0,1574824.0,0.094,2014,Low confidence,4.446 ± 5.864,0.6479633007752577
18097,1.9563046000203377,0.9382592150166524,1,61,"729,961",12474360.0,31323330.0,0.398,2014,S>1,1.956 ± 0.938,0.2914364761207531
18099,20.624404252626,14.152146716372467,5,35,"38,172",2488.5,341059.5,0.007,2014,S>5,20.624 ± 14.152,1.3143814125657747
18101,9.649609961399596,10.551922703963903,6,16,"8,494",82.5,42390.0,0.002,2014,Low confidence,9.65 ± 10.552,0.9845097594541289
18103,8.038885711887128,6.145772455389782,5,21,"29,962",19536.0,340008.0,0.057,2014,S>1,8.039 ± 6.146,0.9051958543807423
18105,7.1680944844588765,8.061712115943672,4,8,"116,063",34416.0,894092.0,0.038,2014,Low confidence,7.168 ± 8.062,0.8554037212367521
18107,4.846555132298625,5.143515080311949,5,27,"31,402",4207.0,435421.0,0.01,2014,Low confidence,4.847 ± 5.144,0.685433157446147
18109,92.63300164214589,122.1721947509199,2,2,"57,679",1759.5,517356.0,0.003,2014,Low confidence,92.633 ± 122.172,1.9667657369813116
18113,35.65157818403648,39.59879065605747,5,8,"38,466",2360.0,382300.0,0.006,2014,Low confidence,35.652 ± 39.599,1.5520787594739451
18119,43.7467005734259,55.79579695229821,4,3,"17,656",280.0,70346.0,0.004,2014,Low confidence,43.747 ± 55.796,1.640945303603142
18121,9.853463504918157,12.565872578694636,6,3,"14,536",3328.0,112960.0,0.029,2014,Low confidence,9.853 ± 12.566,0.9935889123942862
18123,7.161019404831368,8.890615100442222,6,4,"16,321",2745.0,78860.0,0.035,2014,Low confidence,7.161 ± 8.891,0.8549748505731936
18125,45.17387291911778,31.08779513461811,5,10,"10,480",315.0,73048.5,0.004,2014,S>5,45.174 ± 31.088,1.6548873257904892
18127,7.531553805781726,8.471385006579306,2,8,"137,447",63245.0,1723572.5,0.037,2014,Low confidence,7.532 ± 8.471,0.8768845830617256
18129,29.963243401306336,34.41675109953526,3,6,"21,396",1532.0,169636.0,0.009,2014,Low confidence,29.963 ± 34.417,1.4765888222133434
18133,17.78183713134819,10.965109795197275,2,31,"31,785",16302.0,333338.5,0.049,2014,S>5,17.782 ± 10.965,1.2499766281072189
18137,36.23830570089658,31.724523567298693,6,15,"23,270",874.5,255095.5,0.003,2014,S>2,36.238 ± 31.725,1.5591678843151355
18139,24.36750585169661,31.07504722859365,6,3,"14,089",637.5,69807.5,0.009,2014,Low confidence,24.368 ± 31.075,1.386811079029665
18141,3.081982278241529,2.514066613611518,3,19,"212,680",435984.0,2966896.0,0.147,2014,Low confidence,3.082 ± 2.514,0.4888301371455279
18143,38.61348484171828,40.6918343277196,2,9,"19,660",254.0,78386.0,0.003,2014,Low confidence,38.613 ± 40.692,1.5867389981853721
18145,68.16377202934848,81.68084144848933,2,4,"36,614",2343.0,217341.0,0.011,2014,Low confidence,68.164 ± 81.681,1.8335536153003753
18147,43.11525644103754,38.9820297534083,6,10,"17,396",1125.0,155443.5,0.007,2014,S>2,43.115 ± 38.982,1.6346309735422155
18149,58.285305727347954,76.85616769478324,6,2,"19,024",360.0,94762.5,0.004,2014,Low confidence,58.285 ± 76.856,1.7655590788431197
